original_path,new_path,action,classification,reason,evidence,upstream_creator,downstream_references,sha256_before,sha256_after,size_bytes,reproducible,contains_unique_evidence,tracked_status,applied
tests/__pycache__/test_enrichment_design.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_enrichment_design.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,16bf6beec7ddbfa28a71c650d98479f73fc74ded8522cb49f682fece3f405330,16bf6beec7ddbfa28a71c650d98479f73fc74ded8522cb49f682fece3f405330,11823,true,false,ignored_or_untracked,true
tests/__pycache__/test_enrichment_wave_v2.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_enrichment_wave_v2.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8298f46312de10bbfed2009b8b6a787d8739f047881beed00798e07a6c7af868,8298f46312de10bbfed2009b8b6a787d8739f047881beed00798e07a6c7af868,8879,true,false,ignored_or_untracked,true
tests/__pycache__/test_estimand_precision.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_estimand_precision.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,58e8c91ace8950856ebfac7f7b40b83e9bc7889b9a321386b775773ee1f74fe8,58e8c91ace8950856ebfac7f7b40b83e9bc7889b9a321386b775773ee1f74fe8,3620,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_audit_design.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_audit_design.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8f84508d2e887d30a73f6fa838aebcb6ae2b600476e18c9be6f4008ce56579c5,8f84508d2e887d30a73f6fa838aebcb6ae2b600476e18c9be6f4008ce56579c5,9002,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_audit_freeze.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_audit_freeze.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,b9b0871ef1948185ad54865ea1bea74d62bfafe690cd4881bf2bc948a5f013ee,b9b0871ef1948185ad54865ea1bea74d62bfafe690cd4881bf2bc948a5f013ee,9364,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_audit_run.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_audit_run.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,385fff3295dbbdc99e703add6c7f62438952904d2c536dcd60e32046d171c394,385fff3295dbbdc99e703add6c7f62438952904d2c536dcd60e32046d171c394,3181,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_disagreement_human_review.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_disagreement_human_review.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,85122c1cb1d2fb0628bd5bd0b4e9c70b614cb78b95f8f32042c635bebb2b956f,85122c1cb1d2fb0628bd5bd0b4e9c70b614cb78b95f8f32042c635bebb2b956f,2759,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_human_validation.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_human_validation.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,c665e053d891acefd13e04c8f5f1d42f256fa85a71776acb946ead263098c752,c665e053d891acefd13e04c8f5f1d42f256fa85a71776acb946ead263098c752,11878,true,false,ignored_or_untracked,true
tests/__pycache__/test_external_sol_reference_evaluation.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_external_sol_reference_evaluation.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,9f5f9625aa3d6b553926cb29ddd0fffcee5d83240fe3794f40992cad5c40b240,9f5f9625aa3d6b553926cb29ddd0fffcee5d83240fe3794f40992cad5c40b240,10396,true,false,ignored_or_untracked,true
tests/__pycache__/test_fold_nested_refinement.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_fold_nested_refinement.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,06e53cba4e904f846bb9e9e7282f0acb5f07d2e74b68bf20a5c860fbeb760547,06e53cba4e904f846bb9e9e7282f0acb5f07d2e74b68bf20a5c860fbeb760547,13076,true,false,ignored_or_untracked,true
tests/__pycache__/test_frontier_decomposed.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_frontier_decomposed.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,ff309fe38ca85884df735f9364592632425d2e9581ac5a939767677b6c9f2d18,ff309fe38ca85884df735f9364592632425d2e9581ac5a939767677b6c9f2d18,6339,true,false,ignored_or_untracked,true
tests/__pycache__/test_home_augmentation.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_home_augmentation.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,c372a302f0ec0d9a11447058e90a23666564b1ba516a870ef776d546099414ac,c372a302f0ec0d9a11447058e90a23666564b1ba516a870ef776d546099414ac,2911,true,false,ignored_or_untracked,true
tests/__pycache__/test_human_audit.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_human_audit.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,9bb5704515da22f1a59f40ac074108e438fa17bb9e7dc882da8cdb7fec0c5354,9bb5704515da22f1a59f40ac074108e438fa17bb9e7dc882da8cdb7fec0c5354,12359,true,false,ignored_or_untracked,true
tests/__pycache__/test_human_pilot.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_human_pilot.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,2045612426775b37e59467541e64a1ed9980d07dfbafdecb1a9cf82e1a86b169,2045612426775b37e59467541e64a1ed9980d07dfbafdecb1a9cf82e1a86b169,8293,true,false,ignored_or_untracked,true
tests/__pycache__/test_luna_v22_test.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_luna_v22_test.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4c1837339dabc0b3abb929943616ba9aa2eb15aa6804ec1cd705ece78b59bc7f,4c1837339dabc0b3abb929943616ba9aa2eb15aa6804ec1cd705ece78b59bc7f,4740,true,false,ignored_or_untracked,true
tests/__pycache__/test_luna_v23_repair.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_luna_v23_repair.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,85c74672897adf444030b8fb878fcbe33e08119eff48de3a8ff97d6c8271be00,85c74672897adf444030b8fb878fcbe33e08119eff48de3a8ff97d6c8271be00,8144,true,false,ignored_or_untracked,true
tests/__pycache__/test_luna_v24_evaluation.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_luna_v24_evaluation.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8384c6c569e1e01daa675fd78b7c437c39938329024e3de736470824b51bb47f,8384c6c569e1e01daa675fd78b7c437c39938329024e3de736470824b51bb47f,9025,true,false,ignored_or_untracked,true
tests/__pycache__/test_luna_v24_human_certification.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_luna_v24_human_certification.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8a09582d31ce17e09d6c85b73571b6936b5f0db9622465392e6c2a8c7d7afd56,8a09582d31ce17e09d6c85b73571b6936b5f0db9622465392e6c2a8c7d7afd56,17338,true,false,ignored_or_untracked,true
tests/__pycache__/test_model_bakeoff_v2.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_model_bakeoff_v2.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,11e04082857ff8b67ea707b228cac7f7d9d6b64e36db7f2dadf89427f6449fc0,11e04082857ff8b67ea707b228cac7f7d9d6b64e36db7f2dadf89427f6449fc0,6776,true,false,ignored_or_untracked,true
tests/__pycache__/test_pipeline_registry.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_pipeline_registry.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,6300d5ac18d99210ca6f194fb499656812d2a2f2f8451e1d47caad06a200c69e,6300d5ac18d99210ca6f194fb499656812d2a2f2f8451e1d47caad06a200c69e,3679,true,false,ignored_or_untracked,true
tests/__pycache__/test_prompt_refinement.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_prompt_refinement.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,edaa31a2d84cf07416dc5ab8bbc144639b2f1624776d924853318354f6d5a011,edaa31a2d84cf07416dc5ab8bbc144639b2f1624776d924853318354f6d5a011,5163,true,false,ignored_or_untracked,true
tests/__pycache__/test_refinement_access.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_refinement_access.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,59e4f4a1e5fccbae59ef91f8f8be2b451f659262dff4cd6fe383332b86567cda,59e4f4a1e5fccbae59ef91f8f8be2b451f659262dff4cd6fe383332b86567cda,12155,true,false,ignored_or_untracked,true
tests/__pycache__/test_refusal_boundary_consistency.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_refusal_boundary_consistency.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,f9add9b03ab052b97eeca74122e83bf17b62836758071040c6552d8c249fd009,f9add9b03ab052b97eeca74122e83bf17b62836758071040c6552d8c249fd009,7551,true,false,ignored_or_untracked,true
tests/__pycache__/test_response_validity_dsl.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_response_validity_dsl.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4e62d6dd6f93c566555451c65a8e9386a2da9299fd452cadcb2b88080c811361,4e62d6dd6f93c566555451c65a8e9386a2da9299fd452cadcb2b88080c811361,11503,true,false,ignored_or_untracked,true
tests/__pycache__/test_response_validity_v11.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_response_validity_v11.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8d0de35a4e5b323f1c04fd5538bbaab1cfc7cd30c8d5c533459ca6b85248e55f,8d0de35a4e5b323f1c04fd5538bbaab1cfc7cd30c8d5c533459ca6b85248e55f,3244,true,false,ignored_or_untracked,true
tests/__pycache__/test_resume_last_valid.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_resume_last_valid.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,e15d52ed708f5969840d9f5a13490830d94a069e25271d0f93fed65e225d5a7c,e15d52ed708f5969840d9f5a13490830d94a069e25271d0f93fed65e225d5a7c,2059,true,false,ignored_or_untracked,true
tests/__pycache__/test_scalable_bakeoff.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_scalable_bakeoff.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,40a99c3f8137ad30becee2d82fca7a623e9848394719364cc749c8e328f10afb,40a99c3f8137ad30becee2d82fca7a623e9848394719364cc749c8e328f10afb,12726,true,false,ignored_or_untracked,true
tests/__pycache__/test_sol_v24_evaluation.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_sol_v24_evaluation.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,3ee12e49737590c2302903475f9632180ab06b19c41acf7c5a0e40411fdae515,3ee12e49737590c2302903475f9632180ab06b19c41acf7c5a0e40411fdae515,6847,true,false,ignored_or_untracked,true
