path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
pipeline/releases/canon_020/estimates/c03_home_descriptive_all_languages_supplement.csv,csv,ignored,23581,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,e6bc8e705debdb64e6410b9691eb4769d5c7291cc209d7ac40fa4723e1d2c219,e6bc8e705debdb64e6410b9691eb4769d5c7291cc209d7ac40fa4723e1d2c219
pipeline/releases/canon_020/estimates/c04_home_standardized.csv,csv,ignored,7029,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2d148eadeeb2cbf17f32f64fc17d81c0ab214fd25c922363964cfec9112c5502,2d148eadeeb2cbf17f32f64fc17d81c0ab214fd25c922363964cfec9112c5502
pipeline/releases/canon_020/estimates/c05_home_by_model.csv,csv,ignored,14843,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,14d2e33500bed975c866ff8ebc766461ff8f7e9a920034f2036380a4eccb7e31,14d2e33500bed975c866ff8ebc766461ff8f7e9a920034f2036380a4eccb7e31
pipeline/releases/canon_020/estimates/c06_home_overlap.csv,csv,ignored,112994,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,80bca9f7cf6b767a9acc410e7837b0f714c8308d66ea193481d9cddadbdd5a71,80bca9f7cf6b767a9acc410e7837b0f714c8308d66ea193481d9cddadbdd5a71
pipeline/releases/canon_020/estimates/c06b_common_support_diagnostics.csv,csv,ignored,732,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d2467d22a47317f37e3ef9637c4d2b5b895b24b1c7dc768687af1c6bf34676c2,d2467d22a47317f37e3ef9637c4d2b5b895b24b1c7dc768687af1c6bf34676c2
pipeline/releases/canon_020/estimates/c07_home_sensitivities.csv,csv,ignored,6924,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,7217d6a038801626a1e744a03ce079185508f62163ebf5b9eeaac21e56810751,7217d6a038801626a1e744a03ce079185508f62163ebf5b9eeaac21e56810751
pipeline/releases/canon_020/estimates/c08_language_paired.csv,csv,ignored,3983,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,8bb8fa476d615035a3e807371bf8ac41b51a0a85e4b050a1064c063adb60a295,8bb8fa476d615035a3e807371bf8ac41b51a0a85e4b050a1064c063adb60a295
pipeline/releases/canon_020/estimates/c08b_weighting_comparison.csv,csv,ignored,1063,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,e075d59d07c650102b010476c77cafe7d9619b06df52c0b7670331a566dbd887,e075d59d07c650102b010476c77cafe7d9619b06df52c0b7670331a566dbd887
pipeline/releases/canon_020/estimates/c08c_original_nonengagement_sensitivity.csv,csv,ignored,1829,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,fd4534f06b9561805a34a8134d6ef889a11c9e025e3740e61c70698755c2c50a,fd4534f06b9561805a34a8134d6ef889a11c9e025e3740e61c70698755c2c50a
pipeline/releases/canon_020/estimates/c09_language_by_model.csv,csv,ignored,52743,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,25d01dfa8019f92e5d37d4ba82e062d3fb1c9bcfcf59d3f8a84ed726f435d35a,25d01dfa8019f92e5d37d4ba82e062d3fb1c9bcfcf59d3f8a84ed726f435d35a
pipeline/releases/canon_020/estimates/c10_framing_paired.csv,csv,ignored,1054,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,35405b69de3b380ba7aac4e0d05f2fa18a8b9434949faefde56d8756252fadc6,35405b69de3b380ba7aac4e0d05f2fa18a8b9434949faefde56d8756252fadc6
pipeline/releases/canon_020/estimates/c10b_framing_incomplete_blocks.csv,csv,ignored,1162,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,4761b86fe91e48b2f6e19c5be4ced32357dce66c76ea2f810acc50539dc22e40,4761b86fe91e48b2f6e19c5be4ced32357dce66c76ea2f810acc50539dc22e40
pipeline/releases/canon_020/estimates/c10c_original_nonengagement_sensitivity.csv,csv,ignored,634,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,20d4e737261e42608c64105e8ed8db42a40b7900627242564bcfa34b38469b65,20d4e737261e42608c64105e8ed8db42a40b7900627242564bcfa34b38469b65
pipeline/releases/canon_020/estimates/c11_framing_by_model.csv,csv,ignored,10071,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2a74aed2e3e70aaff098f92f524842a9fb70549c37d46aa6fae866d6b0946c68,2a74aed2e3e70aaff098f92f524842a9fb70549c37d46aa6fae866d6b0946c68
pipeline/releases/canon_020/estimates/c18_bootstrap_diagnostics.csv,csv,ignored,36205,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,5b4d4d92b30353be918a0795f60fc2a5634c264a72b062c8feba295061899055,5b4d4d92b30353be918a0795f60fc2a5634c264a72b062c8feba295061899055
pipeline/releases/canon_020/estimates/c20_figure_layout_extended.rds,rds,ignored,8254270,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,be0ebb648a5962b977ff607ab4e41cb8915f773a13bb8fb0d2530dda80bbe5a8,be0ebb648a5962b977ff607ab4e41cb8915f773a13bb8fb0d2530dda80bbe5a8
pipeline/releases/canon_020/estimates/c20_figure_layout_main.rds,rds,ignored,4204894,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ee744d09c2b68b47bbaaa54cc1d82615f86648bee7f62e38c246b85a4c002a3f,ee744d09c2b68b47bbaaa54cc1d82615f86648bee7f62e38c246b85a4c002a3f
pipeline/releases/canon_020/estimates/c21_subsample_draws.csv.gz,compressed,ignored,133971,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b26aefb2fc4fed7861312f242cceab8aee71485957bc19ab1e7554dafb465c9d,b26aefb2fc4fed7861312f242cceab8aee71485957bc19ab1e7554dafb465c9d
pipeline/releases/canon_020/estimates/c21_subsample_failures.csv,csv,ignored,71,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c2495b02156105016a39c8990150fd33092dc3a59e068d165b4d6eb3dd7ed51b,c2495b02156105016a39c8990150fd33092dc3a59e068d165b4d6eb3dd7ed51b
pipeline/releases/canon_020/estimates/c21_subsample_metadata.json,json,ignored,472,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ccb02c843913ffd61994972749fc74ac773228cd71f736139f5f95bc2b491111,ccb02c843913ffd61994972749fc74ac773228cd71f736139f5f95bc2b491111
pipeline/releases/canon_020/estimates/c21_subsample_summary.csv,csv,ignored,27714,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2b6c28307ae76dec42e07149a6d30e2630bf2cab18870d6c664a6cf8d34a7a1a,2b6c28307ae76dec42e07149a6d30e2630bf2cab18870d6c664a6cf8d34a7a1a
pipeline/releases/canon_020/estimates/c22_prompt_outcome_propensities.csv,csv,ignored,7007298,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,aa2cbe54ba0715a590ff73fd1e0502513ba81e10587b3037ce0b1bf4c582eb91,aa2cbe54ba0715a590ff73fd1e0502513ba81e10587b3037ce0b1bf4c582eb91
pipeline/releases/canon_020/estimates/c22_prompt_outcomes_by_model.csv,csv,ignored,2810308,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a39f23fed132a1dbb8668a86466b7b03eb8e75540e427e9eefeeb5660b751c3d,a39f23fed132a1dbb8668a86466b7b03eb8e75540e427e9eefeeb5660b751c3d
pipeline/releases/canon_020/estimates/c22_prompt_umap_coordinates.csv,csv,ignored,644910,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1077d9ea5b644a519e8e9fed200720c93e2aae456c7c59c40638d918f4357cc3,1077d9ea5b644a519e8e9fed200720c93e2aae456c7c59c40638d918f4357cc3
pipeline/releases/canon_020/estimates/c22_prompt_umap_diagnostics.csv,csv,ignored,279,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,4348b5e1aab9f94be4cb50bb0d603cfebc8d4d66d1157598417c01e96c597f96,4348b5e1aab9f94be4cb50bb0d603cfebc8d4d66d1157598417c01e96c597f96
pipeline/releases/canon_020/estimates/c22_prompt_umap_metadata.json,json,ignored,501,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,37690aaa25d23fc0d0246ea4613c2adb9f4f956ef2deb3c4d0efffa52011f3d4,37690aaa25d23fc0d0246ea4613c2adb9f4f956ef2deb3c4d0efffa52011f3d4
pipeline/releases/canon_020/estimates/c22b_prompt_concentration.csv,csv,ignored,771731,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a619b71149f4d749655fe1b2428746d084a5338bf4f3204f8d752656a0f43807,a619b71149f4d749655fe1b2428746d084a5338bf4f3204f8d752656a0f43807
pipeline/releases/canon_020/estimates/c22c_prompt_cross_model_counts.csv,csv,ignored,709968,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ada07b83e44df355925e9ba2c8ccd338c33d4b905b0d1f43220c5e236600aea6,ada07b83e44df355925e9ba2c8ccd338c33d4b905b0d1f43220c5e236600aea6
pipeline/releases/canon_020/estimates/c22d_prompt_cross_model_distribution.csv,csv,ignored,2499,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ca48e4feb2bfc9e80bcb8a5d98d340a8e00d8dadced47a437531a0d0b4ebcade,ca48e4feb2bfc9e80bcb8a5d98d340a8e00d8dadced47a437531a0d0b4ebcade
pipeline/releases/canon_020/estimates/c23_response_validity_prevalence.csv,csv,ignored,33984,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ab7c57e179598cf4db827b1f3741176dc66767aca979baed0c06a0783acbe783,ab7c57e179598cf4db827b1f3741176dc66767aca979baed0c06a0783acbe783
pipeline/releases/canon_020/estimates/c23b_original_nonengagement_prevalence.csv,csv,ignored,8183,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,efa6dd6db81d6f87e86dba9eff934736fc107e13a69a710347bb5faec1d462db,efa6dd6db81d6f87e86dba9eff934736fc107e13a69a710347bb5faec1d462db
pipeline/releases/canon_020/estimates/c24_response_validity_overlap.csv,csv,ignored,566,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,24b4924f97bc19be7ccd44c7b12ed56e2c2a473239d81895c22359e185681e38,24b4924f97bc19be7ccd44c7b12ed56e2c2a473239d81895c22359e185681e38
